sku;Price 1_net_price;RRP_net_price;stock;image 1;image 2;image 3;image 4;image 5;image 6;image 7;image 8;image 9;Model;Year Manufactur;Case size specific;Brand;Case thickness;Barcode;Item Location;Dispatch Days;Title IT;Description IT;Brand Description IT;Series;Os;Storage;Connectivity;Compatibility;Altimeter;Atomic radio;Compass;Heart rate monitor;Pedometer;Lunar fases;Time zones;Indicator tide;Load indicator;Light;Booster;Alarm;Tachometer;Termometer;EAN Code;UPC Code;Category;Water Resistance;Gender IT;Style IT;Movement IT;Powered by IT;Movement manufacturer IT;Movement engine IT;Age group IT;Calendar type IT;Chronograph IT;Case shape IT;Case material IT;Case colour IT;Case finish IT;Display Type IT;Glass type IT;Dial colour IT;Dial shape IT;Band material IT;Band colour IT;Band clasp type IT;Currency
W0795G1;55.13;122.13;0;https://mediagallery.kiums.com/images/w0795g1-01.jpg;https://mediagallery.kiums.com/images/w0795g1-02.jpg;https://mediagallery.kiums.com/images/w0795g1-05.jpg;https://mediagallery.kiums.com/images/w0795g1-06.jpg;https://mediagallery.kiums.com/images/w-box.jpg;;;;;Escrow;2010-Now;44 mm;GUESS;;EAN;IT;1;Guess Escrow W0795G1 Orologio Uomo al Quarzo;Orologio Uomo Guess W0795G1 modello Escrow, Cassa in Acciaio Inossidabile di Diametro 44 mm, quadrante Oro rosa, vetro Minerale e cinturino in Tessuto di colore Blu;Gli Stati Uniti portano la moda nel mondo grazie a Guess. Il marchio californiano, fin dal suo debutto negli anni '80, ha cercato di creare uno stile immediatamente riconoscibile, dalle linee sensuali e glamour. Ora Guess propone delle collezioni di orologi in linea con la filosofia del brand, da sempre femminile e alla moda. Dalla California nascono così degli orologi da portare come gioielli, da abbinare a qualsiasi stile e adatti ad ogni occasione, fino ad arrivare agli smartwatch di ultima generazione.;Escrow;;;;;;;;;;;;;;;;;;;0091661458170;;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro rosa;Circolare;Tessuto;Blu;Cinturino doppio;EUR
W0864G1;84.73;187.70;0;https://mediagallery.kiums.com/images/w0864g1-01.jpg;https://mediagallery.kiums.com/images/w0864g1-02.jpg;https://mediagallery.kiums.com/images/w0864g1-05.jpg;https://mediagallery.kiums.com/images/w-box.jpg;;;;;;;2010-Now;46 mm;GUESS;;EAN;IT;1;Guess  W0864G1 Orologio Uomo al Quarzo;Orologio Uomo Guess W0864G1 modello , Cassa in Acciaio Inossidabile di Diametro 46 mm, quadrante Grigio, vetro   e cinturino in Vera Pelle di colore Nero;Gli Stati Uniti portano la moda nel mondo grazie a Guess. Il marchio californiano, fin dal suo debutto negli anni '80, ha cercato di creare uno stile immediatamente riconoscibile, dalle linee sensuali e glamour. Ora Guess propone delle collezioni di orologi in linea con la filosofia del brand, da sempre femminile e alla moda. Dalla California nascono così degli orologi da portare come gioielli, da abbinare a qualsiasi stile e adatti ad ogni occasione, fino ad arrivare agli smartwatch di ultima generazione.;;;;;;;;;;;;;;;;;;;;8434103166486;;Wristwatch;100 m (10 ATM);Uomo;Casual;Quarzo;;;;Adulto;;Cronografo;Circolare;Acciaio Inossidabile;Multicolore;Lucido;Analogico;;Grigio;;Vera Pelle;Nero;Cinturino doppio;EUR
W0874G2;55.13;122.13;0;https://mediagallery.kiums.com/images/w0874g2-01.jpg;https://mediagallery.kiums.com/images/w0874g2-02.jpg;https://mediagallery.kiums.com/images/w0874g2-04.jpg;https://mediagallery.kiums.com/images/w0874g2-05.jpg;https://mediagallery.kiums.com/images/w0874g2-06.jpg;https://mediagallery.kiums.com/images/w-box.jpg;;;;Baxter;2010-Now;40 mm;GUESS;10 mm;EAN;IT;1;Guess Baxter W0874G2 Orologio Uomo al Quarzo;Orologio Uomo Guess W0874G2 modello Baxter, Cassa in Acciaio Inossidabile di Diametro 40 mm, quadrante Oro, vetro Minerale e cinturino in Vera Pelle di colore Nero;Gli Stati Uniti portano la moda nel mondo grazie a Guess. Il marchio californiano, fin dal suo debutto negli anni '80, ha cercato di creare uno stile immediatamente riconoscibile, dalle linee sensuali e glamour. Ora Guess propone delle collezioni di orologi in linea con la filosofia del brand, da sempre femminile e alla moda. Dalla California nascono così degli orologi da portare come gioielli, da abbinare a qualsiasi stile e adatti ad ogni occasione, fino ad arrivare agli smartwatch di ultima generazione.;Baxter;;;;;;;;;;;;;;;;;;;0091661463280;;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Oro;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
AR11026;95.41;269.67;4;https://mediagallery.kiums.com/images/ar11026-01.jpg;https://mediagallery.kiums.com/images/ar11026-02.jpg;https://mediagallery.kiums.com/images/ar11026-03.jpg;https://mediagallery.kiums.com/images/ar11026-04.jpg;https://mediagallery.kiums.com/images/ar11026-06.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;Renato;2010-Now;44 mm;Emporio Armani;;UPC;IT;1;Emporio Armani Renato AR11026 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR11026 modello Renato, Cassa in Acciaio Inossidabile di Diametro 44 mm, quadrante Blu, vetro Minerale e cinturino in Gomma di colore Blu;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Renato;;;;;;;;;;;;;;;;;;;;723763253055;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Blu;Lucido;Analogico;Minerale;Blu;Circolare;Gomma;Blu;Cinturino doppio;EUR
AR11048;101.21;286.07;4;https://mediagallery.kiums.com/images/ar11048-01.jpg;https://mediagallery.kiums.com/images/ar11048-02.jpg;https://mediagallery.kiums.com/images/ar11048-03.jpg;https://mediagallery.kiums.com/images/ar11048-04.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;Renato;2010-Now;42 mm;Emporio Armani;;UPC;IT;1;Emporio Armani Renato AR11048 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR11048 modello Renato, Cassa in Acciaio Inossidabile di Diametro 42 mm, quadrante Argento, vetro Minerale e cinturino in Gomma di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Renato;;;;;;;;;;;;;;;;;;;;723763256858;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Nero;Lucido;Analogico;Minerale;Argento;Circolare;Gomma;Nero;Cinturino doppio;EUR
AR1682;101.21;286.07;5;https://mediagallery.kiums.com/images/ar1682-01.jpg;https://mediagallery.kiums.com/images/ar1682-02.jpg;https://mediagallery.kiums.com/images/ar1682-03.jpg;https://mediagallery.kiums.com/images/ar1682-04.jpg;https://mediagallery.kiums.com/images/ar1682-06.jpg;https://mediagallery.kiums.com/images/ar1682-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;Classic;2010-Now;32 mm;Emporio Armani;;UPC;IT;1;Emporio Armani Classic AR1682 Orologio Donna al Quarzo;Orologio Donna Emporio Armani AR1682 modello Classic, Cassa in Acciaio Inossidabile di Diametro 32 mm, quadrante Madreperla, vetro Minerale e cinturino in Acciaio di colore Argento;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;;723763201872;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Madreperla;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
AR1683;107.01;302.46;7;https://mediagallery.kiums.com/images/ar1683-01.jpg;https://mediagallery.kiums.com/images/ar1683-02.jpg;https://mediagallery.kiums.com/images/ar1683-03.jpg;https://mediagallery.kiums.com/images/ar1683-04.jpg;https://mediagallery.kiums.com/images/ar1683-05.jpg;https://mediagallery.kiums.com/images/ar1683-06.jpg;https://mediagallery.kiums.com/images/ar1683-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;Classic;2010-Now;32 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Classic AR1683 Orologio Donna al Quarzo;Orologio Donna Emporio Armani AR1683 modello Classic, Cassa in Acciaio Inossidabile di Diametro 32 mm, quadrante Madreperla, vetro Minerale e cinturino in Acciaio di colore Multicolore;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;4051432957406;723763201889;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro Rosa;Lucido;Analogico;Minerale;Madreperla;Circolare;Acciaio;Multicolore;Bracciale chiusura a scatto;EUR
AR1708;57.71;163.11;0;https://mediagallery.kiums.com/images/ar1708-01.png;https://mediagallery.kiums.com/images/ar1708-03.png;https://mediagallery.kiums.com/images/ar1708-04.jpg;https://mediagallery.kiums.com/images/ar1708-05.png;https://mediagallery.kiums.com/images/ar1708-06.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;2010-Now;38 mm;Emporio Armani;;UPC;IT;1;Emporio Armani Classic AR1708 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR1708 modello Classic, Cassa in Acciaio Inossidabile di Diametro 38 mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;;723763203418;Wristwatch;30 m (3 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Nero;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
AR2433;86.71;245.08;2;https://mediagallery.kiums.com/images/ar2433-01.jpg;https://mediagallery.kiums.com/images/ar2433-02.jpg;https://mediagallery.kiums.com/images/ar2433-03.jpg;https://mediagallery.kiums.com/images/ar2433-04.jpg;https://mediagallery.kiums.com/images/ar2433-06.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;Classic;2010-Now;43 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Classic AR2433 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR2433 modello Classic, Cassa in Acciaio Inossidabile di Diametro 43 mm, quadrante Beige, vetro Minerale e cinturino in Vera Pelle di colore Marrone;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Classic;;;;;;;;;;;;;;;;;;;4048803489437;;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Beige;Circolare;Vera Pelle;Marrone;Cinturino doppio;EUR
AR2461;107.01;302.46;5;https://mediagallery.kiums.com/images/ar2461-01.jpg;https://mediagallery.kiums.com/images/ar2461-02.jpg;https://mediagallery.kiums.com/images/ar2461-03.jpg;https://mediagallery.kiums.com/images/ar2461-04.jpg;https://mediagallery.kiums.com/images/ar2461-05.jpg;https://mediagallery.kiums.com/images/ar2461-06.jpg;https://mediagallery.kiums.com/images/ar2461-07.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;Sportivo;2010-Now;46 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Sportivo AR2461 Orologio Uomo al Quarzo;Orologio Uomo Emporio Armani AR2461 modello Sportivo, Cassa in Acciaio Inossidabile di Diametro 46 mm, quadrante Nero, vetro Minerale e cinturino in Vera Pelle di colore Nero;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Sportivo;;;;;;;;;;;;;;;;;;;4051432642326;723763188241;Wristwatch;50 m (5 ATM);Uomo;Casual;Quarzo;Batteria;Giapponese;;Adulto;Data;Cronografo;Circolare;Acciaio Inossidabile;Nero;Lucido;Analogico;Minerale;Nero;Circolare;Vera Pelle;Nero;Cinturino doppio;EUR
AR7426;86.71;245.08;0;https://mediagallery.kiums.com/images/ar7426-01.jpg;https://mediagallery.kiums.com/images/ar7426-03.jpg;https://mediagallery.kiums.com/images/ar7426-04.jpg;https://mediagallery.kiums.com/images/ar7426-05.jpg;https://mediagallery.kiums.com/images/ar-box.jpg;;;;;Chiara;2010-Now;28 mm;Emporio Armani;;EAN;IT;1;Emporio Armani Chiara AR7426 Orologio Donna al Quarzo;Orologio Donna Emporio Armani AR7426 modello Chiara, Cassa in Acciaio Inossidabile di Diametro 28 mm, quadrante Madreperla, vetro Minerale e cinturino in Acciaio di colore Argento;Diventato uno dei simboli dell'italianità nel mondo, Armani si è fatto conoscere anche grazie alla sua collezione di orologi Emporio Armani dedicata a uomini e donne che amano le linee classiche ma innovative. Emporio Armani orologi è una collezione che, in linea con la filosofia del brand, fa della semplicità il suo punto di forza per creare una nuova eleganza. Grazie all’alta qualità dei materiali e al design senza tempo, gli orologi maschili sono sinonimo di stile italiano, gli orologi femminili invece strizzano l’occhio alla moda mantenendo la stessa eleganza senza tempo. Gli smartwatch Emporio Armani riescono a coniugare le linee tradizionali del brand con l’innovazione della tecnologia, dotandosi di GPS, Wi-Fi e Bluetooth. Un orologio Emporio Armani è un orologio dal design pulito e raffinato, adatto ad ogni look.;Chiara;;;;;;;;;;;;;;;;;;;4053858670884;;Wristwatch;30 m (3 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Argento;Lucido;Analogico;Minerale;Madreperla;Circolare;Acciaio;Argento;Bracciale chiusura a scatto;EUR
MK2389;72.21;204.10;4;https://mediagallery.kiums.com/images/mk2389-01.jpg;https://mediagallery.kiums.com/images/mk2389-02.jpg;https://mediagallery.kiums.com/images/mk2389-03.jpg;https://mediagallery.kiums.com/images/mk2389-04.jpg;https://mediagallery.kiums.com/images/mk2389-06.jpg;https://mediagallery.kiums.com/images/mk2389-07.jpg;https://mediagallery.kiums.com/images/mk-box.jpg;;;Slim Runway;2010-Now;42 mm;Michael Kors;8 mm;UPC;IT;1;Michael Kors Slim Runway MK2389 Orologio Donna al Quarzo;Orologio Donna Michael Kors MK2389 modello Slim Runway, Cassa in Acciaio Inossidabile di Diametro 42 mm, quadrante Oro, vetro Minerale e cinturino in Vera Pelle di colore Bianco;Tra lusso e glamour, gli orologi Michael Kors hanno uno stile inconfondibile che si riconosce tra la folla. Lo stilista americano si è imposto subito nel settore degli orologi grazie a dei segnatempo che non passano inosservati e che sono diventati delle vere icone di stile, come il Michael Kors Darci con la sua semplice eleganza e il Michael Kors Parker, ormai un classico tra gli orologi femminili. Anche la linea uomo porta con sé il fascino degli orologi Michael Kors: ogni pezzo garantisce una personalità spiccata per potersi differenziare in ogni occasione e per far risaltare il proprio carattere. Il glamour del brand si allarga anche agli smartwatch Michael Kors che coniugano moda e funzionalità in un unico pezzo che ben completa il proprio outfit.;Slim Runway;;;;;;;;;;;;;;;;;;;;796483161481;Wristwatch;50 m (5 ATM);Donna;Casual;Quarzo;Batteria;Giapponese;;Adulto;;;Circolare;Acciaio Inossidabile;Oro;Lucido;Analogico;Minerale;Oro;Circolare;Vera Pelle;Bianco;Cinturino doppio;EUR
